Project,Subproject of Deployments_annotated.jmp,Deployment,Deployme_1,Date_Out,Date_Retri,First_Dete,Survey_Day,Latitude,Longitude,Time_Zone,Habitat,Feature_Wa,Feature_Ro,Feature_Hu,Feature__1,Feature_Lo,Vegetation,Vegetati_1,Vegetati_2,Camera_Hei,Resticted_,Obstructed,Wide,gppcum_0.5deg,gppmin_0.5deg,gppvar_0.5deg,GPP_VAR1km,GPP_min1km,CUM_GPP1km,cultiv1km,gpw_v4_pop,GPP_Cum_combo,GPP_Min_combo,GPP_Var_combo,pop_log1p,GPP_min_combo_log1p,Subproject of untitled 3,Deployment_Name,N(Abert's Squirrel),N(Allen's Chipmunk),N(American Badger),N(American Beaver),N(American Bison),N(American Black Bear),N(American Marten),N(American Mink),N(American Red Squirrel),N(American Robin),N(Arizona Gray Squirrel),N(Bald Eagle),N(Bicycle),N(Black Vulture),N(Black-tailed Jackrabbit),N(Black-tailed Prairie Dog),N(Bobcat),N(Brown Bear),N(Brush Rabbit),N(Bushy-tailed Woodrat),N(California Quail),N(Camera Trapper),N(Canada Goose),N(Canada Lynx),N(Cliff Chipmunk),N(Collared Peccary),N(Common Pheasant),N(Corvid species),N(Coyote),N(Desert Cottontail),N(Desert Woodrat),N(Domestic Cat),N(Domestic Cow),N(Domestic Dog),N(Domestic Horse),N(Domestic Sheep),N(Douglas's Squirrel),N(Dusky Grouse),N(Eastern Chipmunk),N(Eastern Cottontail),N(Eastern Fox Squirrel),N(Eastern Gray Squirrel),N(Eastern Woodrat),N(Ermine),N(Fisher),N(Gambel's Quail),N(Gemsbok),N(Golden Eagle),N(Gray Wolf),N(Great Blue Heron),N(Greater Roadrunner),N(Grey Fox),N(Harris's Antelope Squirrel),N(Human non-staff),N(Javan Mongoose),N(Kit Fox),N(Least Chipmunk),N(Long-tailed Weasel),N(Marsh Rabbit),N(Merriam's Kangaroo Rat),N(Mexican Woodrat),N(Moose),N(Mountain Beaver),N(Mountain Cottontail),N(Mountain Quail),N(Mule Deer),N(Muskrat),N(Nine-banded Armadillo),N(No Animal),N(North American Otter),N(North American Porcupine),N(Northern Flying Squirrel),N(Northern Raccoon),N(Other Bird species),N(Owl species),N(Peromyscus species),N(Pronghorn),N(Puma),N(Pygmy Rabbit),N(Raptor species),N(Rattus species),N(Red Fox),N(Red Wolf),N(Reptile species),N(Ringtail),N(Rock Squirrel),N(Ruffed Grouse),N(Sharp-tailed Grouse),N(Snowshoe Hare),N(Southern Flying Squirrel),N(Spruce Grouse),N(Striped Skunk),N(Swamp Rabbit),N(Townsend's Chipmunk),N(Turkey Vulture),N(Uinta Chipmunk),N(Unknown Animal),N(Unknown Bear),N(Unknown Bird),N(Unknown Canid),N(Unknown Cervid),N(Unknown Chipmunk),N(Unknown Cottontail),N(Unknown Flying Squirrel),N(Unknown Ground Squirrel),N(Unknown Ground-Dove),N(Unknown Large Weasel_Badger_Otter),N(Unknown Pig_Peccary),N(Unknown Rabbit_Hare),N(Unknown Raptor),N(Unknown Skunk),N(Unknown Small Mammal),N(Unknown Small Weasel),N(Unknown Squirrel),N(Unknown Woodrat),N(Vehicle),N(Virginia Opossum),N(Wapiti),N(Western Gray Squirrel),N(Western Spotted Skunk),N(White-tailed Antelope Squirrel),N(White-tailed Deer),N(White-tailed Jackrabbit),N(Wild Boar),N(Wild Turkey),N(Woodchuck)
Snapshot USA - 2019,MA_Forest_Amherst,MA_Forest_Amherst_7,d63267,09/01/2019,09/30/2019,09/01/2019,29,42.37867,-72.4835,EST,forest,0,0,0,0,0,low,low,high,1,0,0,0,14269.1,0.0555556,0.918288,0.90444,0,13076,0.0688705,106.484,13076,0,0.90444,4.6773419993,0,MA_Forest_Amherst,MA_Forest_Amherst_7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Snapshot USA - 2019,MA_Forest_Amherst,MA_Forest_Amherst_8,d63268,09/01/2019,09/28/2019,09/01/2019,27,42.42917,-72.52433,EST,forest,0,0,0,0,0,low,low,high,1,0,0,0,14298,0.0398681,0.918892,0.915651,0,13664,0.0247934,94.256,13664,0,0.915651,4.5565680041,0,MA_Forest_Amherst,MA_Forest_Amherst_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Snapshot USA - 2019,MA_Forest_Amherst,MA_Forest_Amherst_9,d63269,09/01/2019,09/28/2019,09/01/2019,27,42.3154,-72.52045,EST,forest,0,0,0,0,0,low,medium,high,1,0,0,0,14338.7,0.0864649,0.917914,0.905569,0,14096,0.0146924,28.8163,14096,0,0.905569,3.3950552238,0,MA_Forest_Amherst,MA_Forest_Amherst_9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0
Snapshot USA - 2019,MA_Forest_Grafton,MA_Forest_Grafton_1B,d60395,09/01/2019,11/02/2019,09/01/2019,62,42.218468,-71.701737,EST,forest,0,0,0,0,0,low,low,medium,1,0,0,1,15269.4,0.728599,0.898763,0.920117,0,16312,0.0110193,278.929,16312,0,0.920117,5.6345359996,0,MA_Forest_Grafton,MA_Forest_Grafton_1B,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,17,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,1,0
Snapshot USA - 2019,MA_Forest_Grafton,MA_Forest_Grafton_2,d60387,09/01/2019,11/14/2019,09/01/2019,74,42.218184,-71.703183,EST,forest,0,0,0,1,0,medium,high,medium,1,0,1,1,15280.8,0.753012,0.898655,0.880504,0,14054,0.0257117,278.929,14054,0,0.880504,5.6345359996,0,MA_Forest_Grafton,MA_Forest_Grafton_2,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,8,0,0,0,0
Snapshot USA - 2019,MA_Forest_Grafton,MA_Forest_Grafton_3,d60388,09/01/2019,11/14/2019,09/01/2019,74,42.217358,-71.70358,EST,forest,0,0,1,0,0,medium,medium,high,1,0,0,1,15280.8,0.753012,0.898655,0.880504,0,14054,0.0312213,278.929,14054,0,0.880504,5.6345359996,0,MA_Forest_Grafton,MA_Forest_Grafton_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,22,0,0,0,0
Snapshot USA - 2019,MA_Forest_Grafton,MA_Forest_Grafton_5,d60390,09/01/2019,11/14/2019,09/01/2019,74,42.215098,-71.703878,EST,forest,0,0,0,0,0,medium,high,high,1,0,0,1,15280.8,0.753012,0.898655,0.880504,0,14054,0.0275482,108.606,14054,0,0.880504,4.6968921175,0,MA_Forest_Grafton,MA_Forest_Grafton_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,1,0
Snapshot USA - 2019,MA_Forest_Grafton,MA_Forest_Grafton_7,d60392,09/01/2019,11/08/2019,09/01/2019,68,42.214038,-71.699458,EST,forest,0,0,0,0,0,low,medium,high,1,0,0,0,15293.1,0.781349,0.898212,0.880504,0,14054,0.0110193,305.962,14054,0,0.880504,5.7267239614,0,MA_Forest_Grafton,MA_Forest_Grafton_7,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,44,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,1,94,2,0,0,0,0,0,0,0,2,2,0,0,0,8,0,0,0,0,28,0,0,0,0
Snapshot USA - 2019,MA_Forest_Grafton,MA_Forest_Grafton_8,d60393,09/01/2019,11/14/2019,09/01/2019,74,42.216589,-71.700402,EST,forest,0,0,0,0,0,medium,medium,high,1,0,0,0,15293.1,0.781349,0.898212,0.880504,0,14054,0.00550964,108.606,14054,0,0.880504,4.6968921175,0,MA_Forest_Grafton,MA_Forest_Grafton_8,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,114,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,34,0,0,0,11,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,11,0,0,0,17,0,0,0,0,0,0,0,0,14,0,0,0,0,7,0,0,0,0,20,0,0,0,0
Snapshot USA - 2019,MA_Forest_Tufts,MA_Forest_Tufts_1,d61166,09/18/2019,11/06/2019,09/23/2019,49,42.24353,-71.67826,EST,forest,0,0,0,0,0,low,low,high,1,0,0,0,15201.2,0.774702,0.897847,0.908029,0,15352,0.0128558,21.1238,15352,0,0.908029,3.0966539521,0,MA_Forest_Tufts,MA_Forest_Tufts_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,64,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
Snapshot USA - 2019,MA_Forest_Tufts,MA_Forest_Tufts_10,d61175,09/18/2019,11/06/2019,09/18/2019,49,42.24488,-71.66906,EST,forest,0,0,0,0,1,low,high,high,1,0,0,0,15194.3,0.807057,0.897387,0.957656,0,14407,0.0293848,14.2129,14407,0,0.957656,2.7221437521,0,MA_Forest_Tufts,MA_Forest_Tufts_10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35,0,0,0,0
Snapshot USA - 2019,MA_Forest_Tufts,MA_Forest_Tufts_11,d61176,09/18/2019,11/02/2019,09/18/2019,45,42.24292,-71.66836,EST,forest,0,0,0,0,1,low,medium,high,1,0,0,0,15207.6,0.848159,0.896895,0.920489,0,16599,0.0560147,14.2129,16599,0,0.920489,2.7221437521,0,MA_Forest_Tufts,MA_Forest_Tufts_11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,6,0,18,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
Snapshot USA - 2019,MA_Forest_Tufts,MA_Forest_Tufts_12,d61177,09/17/2019,11/16/2019,09/17/2019,60,42.24234,-71.68362,EST,forest,0,0,0,0,1,medium,high,high,1,0,1,0,15232.4,0.786727,0.897728,0.900414,0,17049,0.000918274,8.76223,17049,0,0.900414,2.2785208579,0,MA_Forest_Tufts,MA_Forest_Tufts_12,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,24,0,110,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,22,6,0,0,89,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,5,0,0,0,0,3,0,0,10,0
Snapshot USA - 2019,MA_Forest_Tufts,MA_Forest_Tufts_14A,d65823,09/17/2019,09/30/2019,09/17/2019,13,42.23641,-71.68394,EST,forest,1,0,0,0,0,High,High,0,1,0,0,0,15232.4,0.786727,0.897728,0.900414,0,17049,0.00826446,73.1418,17049,0,0.900414,4.3059794758,0,MA_Forest_Tufts,MA_Forest_Tufts_14A,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,31,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snapshot USA - 2019,MA_Forest_Tufts,MA_Forest_Tufts_15,d61180,09/02/2019,09/17/2019,09/02/2019,15,42.23638,-71.68401,EST,forest,0,0,0,0,0,high,high,high,1,0,0,1,15232.4,0.786727,0.897728,0.900414,0,17049,0.00826446,73.1418,17049,0,0.900414,4.3059794758,0,MA_Forest_Tufts,MA_Forest_Tufts_15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0
Snapshot USA - 2019,MA_Forest_Tufts,MA_Forest_Tufts_3,d61168,10/23/2019,11/02/2019,10/23/2019,10,42.24767,-71.67062,EST,forest,0,0,0,1,0,low,high,high,1,1,0,1,15194.3,0.807057,0.897387,0.957656,0,14407,0.0642792,14.2129,14407,0,0.957656,2.7221437521,0,MA_Forest_Tufts,MA_Forest_Tufts_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0
Snapshot USA - 2019,MA_Forest_Tufts,MA_Forest_Tufts_5,d61170,09/18/2019,11/06/2019,09/18/2019,49,42.25488,-71.66779,EST,forest,0,0,0,0,0,medium,high,high,1,0,0,1,15146.1,0.834254,0.897242,0.973479,0,13292,0.107438,54.322,13292,0,0.973479,4.0131706594,0,MA_Forest_Tufts,MA_Forest_Tufts_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
Snapshot USA - 2019,MA_Forest_Tufts,MA_Forest_Tufts_50,d61215,09/20/2019,11/06/2019,09/20/2019,47,42.23856,-71.68789,EST,forest,0,0,0,0,1,medium,high,high,1,0,0,1,15241,0.743762,0.898164,0.900414,0,17049,0,73.1418,17049,0,0.900414,4.3059794758,0,MA_Forest_Tufts,MA_Forest_Tufts_50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,5,0
Snapshot USA - 2019,MA_Forest_Tufts,MA_Forest_Tufts_9,d61174,09/18/2019,11/02/2019,09/18/2019,45,42.248306,-71.679565,EST,forest,0,0,0,0,1,medium,high,high,1,0,0,1,15201.2,0.774702,0.897847,0.908029,0,15352,0.00826446,21.1238,15352,0,0.908029,3.0966539521,0,MA_Forest_Tufts,MA_Forest_Tufts_9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Snapshot USA - 2019,WI_Forest_Whitewater,WI_Forest_Whitewater_1,d60488,09/07/2019,11/01/2019,09/07/2019,55,42.8483,-88.74584,CST,forest,0,0,0,0,0,High,High,0,1,0,0,0,10068.8,0.0277935,1.04691,0.909677,0,8872,0.118457,1214.7,8872,0,0.909677,7.1030753216,0,WI_Forest_Whitewater,WI_Forest_Whitewater_1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,2,0,59,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,4,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4,0,0,0,0,103,0,0,0,0
Snapshot USA - 2019,WI_Forest_Whitewater,WI_Forest_Whitewater_2,d60489,09/07/2019,11/01/2019,09/07/2019,55,42.84999,-88.74338,CST,forest,0,0,0,0,0,low,low,high,1,0,0,0,10079.8,0.0272263,1.04637,1.01949,0,9710,0.168962,1214.7,9710,0,1.01949,7.1030753216,0,WI_Forest_Whitewater,WI_Forest_Whitewater_2,0,0,0,0,0,0,0,0,0,4,0,0,15,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,4,0,0,2,0,62,0,0,0,0,0,3,0,78,0,0,0,0,0,0,0,0,0,0,0,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,5,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,3,0,0,0,0,61,0,0,0,0
Snapshot USA - 2019,WI_Forest_Whitewater,WI_Forest_Whitewater_3,d60490,09/07/2019,11/01/2019,09/07/2019,55,42.85191,-88.74581,CST,forest,0,0,0,0,0,low,medium,high,1,0,0,0,10079.8,0.0272263,1.04637,1.01949,0,9710,0.355372,300.016,9710,0,1.01949,5.7071634195,0,WI_Forest_Whitewater,WI_Forest_Whitewater_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,9,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,64,0,0,0,0
Snapshot USA - 2019,WI_Forest_Whitewater,WI_Forest_Whitewater_4,d60491,09/07/2019,11/01/2019,09/07/2019,55,42.84836,-88.74329,CST,forest,0,0,0,0,0,high,low,high,1,0,0,0,10068.8,0.0277935,1.04691,0.909677,0,8872,0.0835629,1214.7,8872,0,0.909677,7.1030753216,0,WI_Forest_Whitewater,WI_Forest_Whitewater_4,0,0,1,0,0,0,0,0,0,44,0,0,8,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,5,0,57,0,0,0,0,28,11,1,313,0,0,0,0,0,0,0,0,0,0,0,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,15,9,1,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,2,0,0,0,0,20,0,8,7,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,26,1,0,0,0,0,46,0,0,0,2
Snapshot USA - 2019,WI_Forest_Whitewater,WI_Forest_Whitewater_6,d60493,09/07/2019,10/03/2019,09/07/2019,26,42.84629,-88.74286,CST,forest,0,0,0,0,0,high,high,medium,1,0,0,0,10068.8,0.0277935,1.04691,0.909677,0,8872,0.0376492,1214.7,8872,0,0.909677,7.1030753216,0,WI_Forest_Whitewater,WI_Forest_Whitewater_6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,12,0,0,0,0
Snapshot USA - 2019,NY_Forest_Albany_Pine_Bush,NY_Forest_Albany_Pine_Bush_1,d60968,09/21/2019,10/23/2019,09/22/2019,32,42.72113,-73.85796,EST,forest,0,0,0,0,0,low,medium,0,1,0,0,0,14650.2,0,0.975901,-9999,-9999,-9999,0.00183655,47.96,14650.2,0,0.975901,3.8910036382,0,NY_Forest_Albany_Pine_Bush,NY_Forest_Albany_Pine_Bush_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,91,27,0,115,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,17,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
Snapshot USA - 2019,NY_Forest_Albany_Pine_Bush,NY_Forest_Albany_Pine_Bush_10,d60977,09/21/2019,10/24/2019,09/21/2019,33,42.71447,-73.85493,EST,forest,0,0,0,0,0,medium,low,medium,0,0,0,1,14651.6,0,0.975661,-9999,-9999,-9999,0.0339761,16.8764,14651.6,0,0.975661,2.8834814072,0,NY_Forest_Albany_Pine_Bush,NY_Forest_Albany_Pine_Bush_10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
Snapshot USA - 2019,NY_Forest_Albany_Pine_Bush,NY_Forest_Albany_Pine_Bush_11,d60978,09/23/2019,10/23/2019,09/23/2019,30,42.71773,-73.86497,EST,forest,0,0,0,0,0,low,medium,0,1,0,0,0,14649.5,0,0.976217,-9999,-9999,-9999,0.0229568,21.1571,14649.5,0,0.976217,3.0981579869,0,NY_Forest_Albany_Pine_Bush,NY_Forest_Albany_Pine_Bush_11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,48,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
